,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
26139,pulled muscle neck morning feels like getting sore,negative,8,50,6.25
26140,loads little jobs today going playing walking themed music today brickman,neutral,11,73,6.636363636363637
26141,yeah remember hugs,positive,3,18,6.0
26142,sadly dont hehe,negative,3,15,5.0
26143,loved it guys amazing,positive,4,21,5.25
26144,follow dm you,neutral,3,13,4.333333333333333
26145,see ya,neutral,2,6,3.0
26146,going bed night,neutral,3,15,5.0
26147,need leave now tweet laters,neutral,5,27,5.4
26148,playing restaurant city,neutral,3,23,7.666666666666667
26149,baaha healthy choice friend,positive,4,27,6.75
26150,dont ya love free night catch dvr shows antm comeha ha,positive,11,54,4.909090909090909
26151,last chemistry lesson school year brighter note birthday sandwiched two days chemistry lab,neutral,13,90,6.923076923076923
26152,video funny im signing ill vote you x,positive,8,37,4.625
26153,going outro peace,neutral,3,17,5.666666666666667
26154,seven yet,neutral,2,9,4.5
26155,morning panic clicked link opened browser firefox done saved tabs gone thatll learn me,neutral,14,86,6.142857142857143
26156,nice song come,positive,3,14,4.666666666666667
26157,werent invited,neutral,2,14,7.0
26158,nice action shot  miss working pole,neutral,7,49,7.0
26159,ocharleys pretty good especially free hot waitress think so back work unfortunately,positive,12,83,6.916666666666667
26160,know shouldnt saying itim hell ,negative,6,48,8.0
26161,youtube watching taylor today show wish,positive,6,39,6.5
26162,hurts sister much potential isnt using waste godgiven talent,neutral,9,60,6.666666666666667
26163,never knew,neutral,2,10,5.0
26164,cant spell,negative,2,10,5.0
26165,finally able get flight control ipod best game app 123 choppers lol,positive,12,67,5.583333333333333
26166,knew that jus givin u hard time hehe,neutral,8,36,4.5
26167,worms either escaped died bums,neutral,5,30,6.0
26168,ya mine different reason,neutral,4,24,6.0
26169, cant wait see them,positive,5,38,7.6
26170,rock guys world night make pancakes next morning,positive,8,48,6.0
26171,love memories its almost like rereading favourite book,positive,8,54,6.75
26172,peace bro thanks music proudly representing father happy mothers day,positive,10,68,6.8
26173,34 weeks got 3 different pairs strighters thinking wasnt working realised lowest setting,neutral,13,88,6.769230769230769
26174,hee love all,positive,3,12,4.0
26175,dont want lose wisdom teeth make wise soon without trace wisdom,negative,11,63,5.7272727272727275
26176,morning there,neutral,2,13,6.5
26177,playing mybrute follow at ,neutral,5,47,9.4
26178,work oh its first day monthly visitor ahhhhhh,neutral,8,45,5.625
26179,here going browse sa get bored,neutral,6,30,5.0
26180,studying like crazy hopes acing exams,positive,6,37,6.166666666666667
26181,happy fridaynot happy rain,positive,4,26,6.5
26182,_sydney twitter know photography runs also popular photography blog too,positive,10,71,7.1
26183,computer got screwed hell viruses finished wiping drive reinstalling windows xp want mac,negative,13,88,6.769230769230769
26184,lifs unfairluk wat frendi hating,negative,5,32,6.4
26185,computers great distractionbut sometimes exercising getting chores done instead,neutral,9,79,8.777777777777779
26186,hate songs surveys always seem make cry,negative,7,39,5.571428571428571
26187,morning all something weekend leftover dominos noiiiiice,positive,7,56,8.0
26188,scary,negative,1,5,5.0
26189,food cheesecake factory w travis lost passport btwn sd lv,negative,10,57,5.7
26190,okayjust eat cookies share lol,neutral,5,30,6.0
26191,full thanks food jean brought half watermelon eat freeway crash die,positive,11,67,6.090909090909091
26192,awww man suck big time look way gives something look forward too nice long ride,positive,15,79,5.266666666666667
26193,sometimes knowledge good thing ,negative,5,48,9.6
26194,kat stewart great job great character watched underbelly victoria,positive,9,65,7.222222222222222
26195,really made night infact made weekend well done,positive,8,47,5.875
26196,eating apple life thought would like know,neutral,7,41,5.857142857142857
26197,checked account also paid twice,neutral,5,31,6.2
26198,awww im sorry kind fish have,negative,6,28,4.666666666666667
26199,sore tummy,negative,2,10,5.0
26200,tired gunna go bed soon first time ive online today ready mothers day tomorow,negative,14,77,5.5
26201,cares hockey,negative,2,12,6.0
26202,chick wont shut stop chirping sit bloody thing,negative,8,46,5.75
26203,luv da movie say anything ,positive,6,41,6.833333333333333
26204,rehearsal rob delucca thingy next month nothing like learning new songs last minute,neutral,13,83,6.384615384615385
26205,haha wats about,neutral,3,15,5.0
26206,oh come on get next week get next week full exams,neutral,11,49,4.454545454545454
26207,went see dentist cant eat im starving really sucks ists painful,negative,11,63,5.7272727272727275
26208,thinks twitter doesnt like,negative,4,26,6.5
26209,ahh sunshine deleted 404 spam emails 2 days bbq sun wonderful,positive,11,61,5.545454545454546
26210,oh meni really cant see facecmon guys,neutral,7,37,5.285714285714286
26211,love thomasi always respect support decisionand ill miss youre gonna amazing things 3,positive,13,85,6.538461538461538
26212,looks like couple hours software updates install brandnew machine feels like windows,neutral,12,84,7.0
26213,wow r watching outsiders smelly english,negative,6,39,6.5
26214,everyone sad touching rule still get see them us get,negative,10,52,5.2
26215,havent seen muffin two whole days,negative,6,33,5.5
26216,another song recently didnt get much play,neutral,7,41,5.857142857142857
26217,perez youtube video isnt working,neutral,5,32,6.4
26218,food cupboards sent mum tesco,neutral,5,29,5.8
26219,wanna play golf,neutral,3,15,5.0
26220,guess couple sees ceremony valid valid community damned,negative,8,55,6.875
26221,theres fricken prisnor trans outside r hotel 310 far,neutral,9,52,5.777777777777778
26222,immense pleasure entertained pride prejudice 3rd time must say find much agreeable,positive,12,82,6.833333333333333
26223,must like song,positive,3,14,4.666666666666667
26224,ive gotten cold every time ive flown somewhere 6 hrs away past year hope back poolon bike next week,neutral,19,99,5.2105263157894735
26225,eating dillybar dq yuuum,positive,4,24,6.0
26226,repinging _b pathetic pathetic naw cutie,neutral,6,40,6.666666666666667
26227,lolheeeyyy love much working,neutral,4,28,7.0
26228,new picture bored,negative,3,17,5.666666666666667
26229,check review movie fighting  hilarious leave guy comment,neutral,9,70,7.777777777777778
26230,a made realize take bulletin board too theres many memories there,positive,11,69,6.2727272727272725
26231,_marie hey girl im sorry loss best wishes,neutral,8,41,5.125
26232,good luck 2 u babies,positive,5,20,4.0
26233,need 4 followers get 100 followers fallow me fallow back,neutral,10,56,5.6
26234,cant sleep im sore move,negative,5,23,4.6
26235,alright im coming get another spoon,neutral,6,35,5.833333333333333
26236,sorry response assistant job already filled please check back soon im sure last long,negative,14,84,6.0
26237,nice musli bars,positive,3,15,5.0
26238,think working eyes drooping weird drugs dont like cant wait tomorrow though,negative,12,75,6.25
26239,woke up dreamed 9 new emails sadly dream,negative,8,40,5.0
26240,going shawneei hate long drive therei want get paper work,negative,10,57,5.7
26241,watching 1971 edition old grey whistle test fanny mamas papas isaac hayes dont make shows like anymore,negative,17,102,6.0
26242,pfft cydia apps ftw code phone make reload springboard,neutral,9,54,6.0
26243,myspace mobile free u 2 credit cause liers,negative,8,42,5.25
26244,that totally bereft faults every way,negative,6,36,6.0
26245,cheeks bakery closed crazy williamsburg support infinite boutiques wbad clothes one decent place 4 scone,negative,15,104,6.933333333333334
26246,beer buzz almost gone world become complicated,negative,7,46,6.571428571428571
26247,_gates also guttedthe end nigh x,negative,6,32,5.333333333333333
26248, lol sure love sushi youve tweeted many pictures it,positive,10,70,7.0
26249,hello sounds good count me follow you,positive,7,37,5.285714285714286
26250,seeing gf 5 days row hours day amazingjust wish location wasnt hospital,positive,12,71,5.916666666666667
26251,mom woke up mad dreaming shoes whants go river stupid,negative,10,53,5.3
26252,could spend rest night room least one could happy glass wine surlytween,positive,12,71,5.916666666666667
26253,moving today im excited,positive,4,23,5.75
26254,epic writing fail ew going try sleep,negative,7,36,5.142857142857143
26255,wondering great weekend,positive,3,23,7.666666666666667
26256,bad day 1 close relative died wont going florida,negative,9,48,5.333333333333333
26257,hate yelled sworn,negative,3,17,5.666666666666667
26258,proms over dennys katie kelly3,neutral,5,30,6.0
26259,ohh ouch,negative,2,8,4.0
26260,5 half hours work wish something do,negative,7,35,5.0
26261,delayed flight san diego las vegas delayed flights feel sooooo depressing,negative,11,73,6.636363636363637
26262,besties there twitpic  besties ,neutral,6,69,11.5
26263,record player decided die friday night sad e ,negative,9,64,7.111111111111111
26264,went long ago used go little kid back tons teeth now many all,neutral,13,61,4.6923076923076925
26265,please,positive,1,6,6.0
26266,im going post everywhere now,neutral,5,28,5.6
26267,well discovered cant swim im out sorry,negative,7,38,5.428571428571429
26268,want cant call cause live argentina really really love mitchel youre awesome rock,positive,13,81,6.230769230769231
26269,yes maam u pretty smile also wont eat chipotle me,neutral,10,49,4.9
26270,im still disney just trained soarin rose same applied apartment last night eric lost job,negative,15,88,5.866666666666666
26271,six finals go,neutral,3,13,4.333333333333333
26272,nah im pooped moving 2day im laying relaxing lol,neutral,9,48,5.333333333333333
26273,well ill lemon ranch you me though,neutral,7,34,4.857142857142857
26274,phone updated shes got camcorder phone nowmine hasnt updated chit aint fair,neutral,12,75,6.25
26275,lol new diet planran late wrk didnt hav chance make lunch ate lot got hm,neutral,15,72,4.8
26276,_rosie name yesterday,neutral,3,21,7.0
26277,soooooo true dont dare ask something like that,neutral,8,46,5.75
26278,useless tweet lol jk yay youre coming tmr long u gnna phils,negative,12,59,4.916666666666667
26279,ahhh yay im getting it knockin lot out,positive,8,38,4.75
26280,bad day t_____t gyah car babyclient teething miserable forgot pack lunch get new car,negative,14,84,6.0
26281,like cookies going love cookies lars tetens cookies is coming see us 516,positive,13,72,5.538461538461538
26282,nice jet ski testing hope book going well cheers adding me got twitter watching gadget show,positive,16,91,5.6875
26283,tesco nearby go,neutral,3,15,5.0
26284,is 3 hence new forum signature,positive,6,30,5.0
26285,going them another fatty like hopefully ill see im cali 8 days hes upset me,neutral,15,75,5.0
26286,uncle isnt coming,neutral,3,17,5.666666666666667
26287,havent slept good long time feel great,positive,7,38,5.428571428571429
26288,signed japanese 123 clark college night class kameisensei two days week kuso,neutral,12,76,6.333333333333333
26289,go garden weeding mulching cutting anything else find,neutral,8,53,6.625
26290,anytime im cant match stamina nice warm comfy bed calling screaming namelol night ninja,positive,14,87,6.214285714285714
26291,wish could too enjoy weekend,positive,5,28,5.6
26292,thanks hon great yourself happy mothers day,positive,7,43,6.142857142857143
26293,get migranes leaves either arthritis andor gout,negative,7,47,6.714285714285714
26294,real shame nice sunny outside would nice another bbq nvm,neutral,10,56,5.6
26295,im upset fact 2010 last year,negative,6,28,4.666666666666667
26296,many thanks mate,positive,3,16,5.333333333333333
26297,oasis ribena toughest decision everrr,negative,5,37,7.4
26298,sorry definitely getting weekend,negative,4,32,8.0
26299,ugh back reno,negative,3,13,4.333333333333333
26300,oh nodo think hes lived lifespan,neutral,6,32,5.333333333333333
26301,training today,neutral,2,14,7.0
26302,dont one yet hopefully ill ponying one soon 15 definitely hitting wall,neutral,12,70,5.833333333333333
26303,im totally gonna money actually buy pair shoes time,neutral,9,51,5.666666666666667
26304,know right,neutral,2,10,5.0
